plant_name,plant_code,energy_type,energy_generated_mw
Southfork Solar,62493,renewable_energy,179991
Southwick Solar PV,62082,renewable_energy,9411
Spanish Fork Wind Park 2 LLC,56751,renewable_energy,42121
Spartanburg Water System,54675,renewable_energy,697
Spring Creek,450,renewable_energy,31248
Spring Grove I,61986,renewable_energy,177695
Spring Hill Road,59839,renewable_energy,2866
Spring Valley Wind Project,57192,renewable_energy,315551
Springbok 3 Solar Farm Hybrid,60491,renewable_energy,234213
Springerville,8223,renewable_energy,15614
Springfield Solar 1 LLC,59110,renewable_energy,8296
St. Paul Intl Airport Red & Blue Parking,59709,renewable_energy,2967
Stafford Hill Solar Hybrid,60518,renewable_energy,1755
"Stanly Solar, LLC",64702,renewable_energy,24041
State-Fuel Level Increment,99999,renewable_energy,314912108
Steel Sun,59705,renewable_energy,4121
Steele Flats Wind Project LLC,58594,renewable_energy,338428
Stella Wind Farm,59063,renewable_energy,633196
Stephens Ranch Wind Energy LLC,57983,renewable_energy,1309562
Sterling I Wind Farm,60991,renewable_energy,129505
"Stillwater Wind, LLC",61858,renewable_energy,302563
"Stoneray Power Partners, LLC",62269,renewable_energy,411692
Streator Cayuga Ridge South,57094,renewable_energy,803734
Stuttgart Solar,61262,renewable_energy,171897
Sugar Creek Wind One LLC,58924,renewable_energy,661343
"Sugar Solar, LLC",63807,renewable_energy,124804
Summit Farms Solar,60611,renewable_energy,103541
Summit Winds,64326,renewable_energy,199808
Sumrall I Solar Farm,60306,renewable_energy,112760
Sumrall II Solar Farm,60303,renewable_energy,105588
Sun Mountain Solar 1,65032,renewable_energy,22748
Sun Streams 2,63440,renewable_energy,395420
"Sun Streams, LLC",60827,renewable_energy,406963
Sun Valley Solar Project,65303,renewable_energy,27264
"Sundance Wind Project, LLC",63489,renewable_energy,689615
Sundew,65039,renewable_energy,157012
Sunflower County,64081,renewable_energy,41755
Sunflower Wind Project,60088,renewable_energy,458838
Sunnybrook Solar Project - Hybrid,65307,renewable_energy,335
Sunshine Gateway Solar Energy Center,61763,renewable_energy,150502
Sunshine Valley Solar,59826,renewable_energy,233642
Sweetbay Solar Center,62394,renewable_energy,136302
Sweetwater Solar,61369,renewable_energy,185909
Sweetwater Wind 4 LLC,56337,renewable_energy,606303
Swift 1,3850,renewable_energy,616675
TB Flats,62516,renewable_energy,1488986
TG East,64639,renewable_energy,705990
TWE Bowman Solar Project,62828,renewable_energy,144639
TX Hereford Wind,58773,renewable_energy,759694
TX Jumbo Road Wind,59621,renewable_energy,1001229
Tahoka Wind,61921,renewable_energy,1185689
Tallassee Hydro Project,7191,renewable_energy,6453
Tannery Road Landfill,60677,renewable_energy,2835
Taos Mesa Energy Facility Hybrid,63728,renewable_energy,4772
Tatanka Ridge,61046,renewable_energy,681371
Tatanka Wind Power LLC,56669,renewable_energy,176807
Taygete Energy Project LLC,62483,renewable_energy,585868
Taylor Creek Solar,63583,renewable_energy,180935
Techren Solar I LLC,61611,renewable_energy,215498
Techren Solar II LLC,61930,renewable_energy,559239
Techren Solar III LLC,61931,renewable_energy,67112
Techren Solar IV LLC,61932,renewable_energy,64424
Techren Solar V,62440,renewable_energy,134449
Tecolote Wind LLC,64066,renewable_energy,770018
Temple Solar Arrays,60848,renewable_energy,2334
The Dalles,3895,renewable_energy,6735857
Thermalito,438,renewable_energy,156069
Three Peaks Power,60432,renewable_energy,215674
Thunder Ranch Wind Project,61269,renewable_energy,852348
"Thunderegg Solar Center, LLC",60334,renewable_energy,21487
Thunderhead Wind Energy LLC,62956,renewable_energy,200375
Timber Road IV,62944,renewable_energy,421100
Titan Solar,61811,renewable_energy,109929
Titan Solar 1 (CA),63932,renewable_energy,203673
Titan Solar Project,63320,renewable_energy,718981
Top of the World Windpower Project,57327,renewable_energy,404226
Topaz Solar Farm,57695,renewable_energy,1221410
"Torrecillas Wind Energy, LLC",61969,renewable_energy,1069719
Town of Williamson Landfill PV,59613,renewable_energy,1682
Townsite Solar Project Hybrid,60654,renewable_energy,480717
Trailside Solar Center,62916,renewable_energy,153541
"Traverse Wind Project, LLC",63479,renewable_energy,2283846
"Trent River Solar, LLC",63842,renewable_energy,159806
Trenton Solar Power Plant,62543,renewable_energy,165524
Tri-County Water Hydropower Project,58901,renewable_energy,13953
Trinity,451,renewable_energy,127341
Trinity Hills,57520,renewable_energy,820092
Triple H Wind Project,63103,renewable_energy,1018742
Troy Solar,63929,renewable_energy,103416
Tuana Springs,57136,renewable_energy,30082
Tule Wind LLC,57913,renewable_energy,357972
Tungsten Mountain,60785,renewable_energy,293266
Turner Shoals,2735,renewable_energy,12346
"Turquoise Nevada, LLC",63906,renewable_energy,112270
Turtle Creek Wind Farm LLC,61638,renewable_energy,799999
Tuscola Bay Wind,58351,renewable_energy,384795
Tuscola Wind II LLC,58587,renewable_energy,307413
Tuttle,61618,renewable_energy,7628
Twiggs Solar,61696,renewable_energy,424103
Twin Branch PV,59861,renewable_energy,3638
Twin Buttes II Wind,61040,renewable_energy,295172
Twin Lakes,62633,renewable_energy,145817
Twin Rivers Solar Power Plant,63518,renewable_energy,166227
Two Creeks Solar,63105,renewable_energy,189804
"Tyler Bluff Wind Project, LLC",60502,renewable_energy,389641
UI RCP Bridgeport Seaside,60054,renewable_energy,786
Union Springs Solar Center,62923,renewable_energy,160493
"University Solar, LLC",63668,renewable_energy,33958
University of Delaware Wind Turbine,57176,renewable_energy,4377
Upland Prairie,61564,renewable_energy,1190864
Upstream Wind Energy LLC,61784,renewable_energy,911867
Upton County Solar,60581,renewable_energy,359879
"Vale Air Solar Center, LLC",60335,renewable_energy,21576
"Valentine Solar, LLC",62288,renewable_energy,246163
Vancourt Solar Interconnections,65662,renewable_energy,18153
Verdi,6531,renewable_energy,15105
"Vestas Towers America, Inc.",57643,renewable_energy,2253
Volkswagen Solar System,58401,renewable_energy,11179
Voyager Wind I,60594,renewable_energy,367072
Voyager Wind II,61582,renewable_energy,449491
Voyager Wind III,61583,renewable_energy,123534
WED Coventry 2,59302,renewable_energy,10267
WED Coventry 6,59314,renewable_energy,8646
"WED Green Hill, LLC",62106,renewable_energy,7031
"WED Shun I, LLC",62110,renewable_energy,7870
Wagyu,63273,renewable_energy,236599
Wailuku River Hydroelectric,54827,renewable_energy,43417
Wainiha Hydro,10413,renewable_energy,23326
Waipio Solar,60024,renewable_energy,92628
Wallace Dam,6087,renewable_energy,56909
Walleye Wind,65764,renewable_energy,17018
Walnut Ridge Wind Farm,58694,renewable_energy,886935
Wanapum,3888,renewable_energy,5409304
Wapello Solar LLC,63378,renewable_energy,212618
Ware Shoals Hydro Project,10801,renewable_energy,2371
Warren DPC Solar,60890,renewable_energy,3783
Water Strider Solar,63549,renewable_energy,178889
Waterville CSG Solar Holdings LLC,61627,renewable_energy,7036
Waxdale,59448,renewable_energy,7735
Waymart Wind,56001,renewable_energy,101578
Weaver Wind,63132,renewable_energy,223229
Wells,3886,renewable_energy,4487235
Wessington Springs,56650,renewable_energy,250935
West Greenwich Solar,58214,renewable_energy,2775
"West Line Solar, LLC",66125,renewable_energy,6447
West Raymond Wind Farm LLC,62855,renewable_energy,799603
West Riverside Energy Center,64020,renewable_energy,5023
West of the Pecos Solar,62415,renewable_energy,258052
Western 102 Power Plant,56500,renewable_energy,1452
Western Branch High School,59904,renewable_energy,809
Western Michigan Solar Gardens,60117,renewable_energy,1434
Western Plains Wind Farm,60689,renewable_energy,1173450
"Western Trail Wind, LLC",64149,renewable_energy,965042
Westside Wastewater Treatment Plant Hybrid,62683,renewable_energy,10096
Wheatridge 1,64057,renewable_energy,265061
Wheatridge Hybrid,62745,renewable_energy,606059
Whispering Willow North,62079,renewable_energy,884336
Whistling Winds DPC Solar,60895,renewable_energy,2715
"White Cloud Wind Project, LLC",62624,renewable_energy,916185
White Mesa Wind,64710,renewable_energy,1835536
White River Lock and Dam 1,57160,renewable_energy,14346
White River Lock and Dam 2,57161,renewable_energy,14346
White River Lock and Dam 3,57162,renewable_energy,28703
White Rock/Slab Creek,435,renewable_energy,305804
Whitehorn Solar,62959,renewable_energy,93119
Whitney Hill Wind Power LLC,62606,renewable_energy,205082
Wild Horse,56322,renewable_energy,564158
Wildcat Creek Wind Farm LLC,62715,renewable_energy,575051
Wildcat Ranch Wind Project,61674,renewable_energy,651691
Wildflower Solar Energy Center,61050,renewable_energy,148633
Wildhorse Mountain Wind Facility,61866,renewable_energy,308143
Wilkinson Solar LLC,62544,renewable_energy,151689
William F Matson Generating Station,7128,renewable_energy,93117
Willow Creek Wind Power LLC,62431,renewable_energy,431917
Willow Solar Energy Center,64301,renewable_energy,166372
"Willow Spring Solar, LLC",60324,renewable_energy,245960
Willow Springs Wind Farm,60901,renewable_energy,883146
Wilmot Energy Center LLC,64426,renewable_energy,283896
Wilson Dam,6440,renewable_energy,2518491
Wimauma Solar,61667,renewable_energy,120908
Wind Colebrook South,60700,renewable_energy,11351
Wind Park Bear Creek,56299,renewable_energy,64217
Wistaria Ranch Solar,61750,renewable_energy,252773
Wood County,65011,renewable_energy,5443
Woods Hill Solar,61736,renewable_energy,30439
Wright Solar Park,59525,renewable_energy,481256
Wyandot Solar Farm,57203,renewable_energy,12700
Young Wind,65763,renewable_energy,76966
500MW CC,56196,fossil_fuel,2586288
A B Brown,6137,fossil_fuel,3013017
A L Pierce,6635,fossil_fuel,581
AES Alamitos Energy Center,62115,fossil_fuel,3451862
AES Alamitos LLC,315,fossil_fuel,630475
AES Hawaii,10673,fossil_fuel,649529
AES Huntington Beach Energy Project,62116,fossil_fuel,3914996
AES Huntington Beach LLC,335,fossil_fuel,106269
AES Petersburg,994,fossil_fuel,8007085
AES Puerto Rico,61082,fossil_fuel,2962885
AES Redondo Beach LLC,356,fossil_fuel,219171
AES Warrior Run Cogeneration Facility,10678,fossil_fuel,1260476
ANP Bellingham Energy Project,55211,fossil_fuel,2561209
ANP Blackstone Energy Project,55212,fossil_fuel,2598161
Acadia Energy Center,55173,fossil_fuel,5045756
Afton Generating Station,55210,fossil_fuel,843976
Agua Fria,141,fossil_fuel,137612
Aguirre Plant,61146,fossil_fuel,630154
Alabama Pine Pulp,54429,fossil_fuel,26287
Albany Green Energy,60340,fossil_fuel,1335
Algonquin Power Sanger LLC,57564,fossil_fuel,176967
Algonquin Windsor Locks,10567,fossil_fuel,134118
Allegheny Energy Units 3 4 & 5,55710,fossil_fuel,4405161
Allen,3393,fossil_fuel,5433170
Allen S King,1915,fossil_fuel,1171141
Alliant SBD 9107 JBS USA,54715,fossil_fuel,53
Alliant SBD 9201 Norplex,54712,fossil_fuel,94
Alliant SBD 9203 Profol,54719,fossil_fuel,154
Almond Power Plant,7315,fossil_fuel,290065
Alpena Cement Plant,50305,fossil_fuel,16944
AltaGas Ripon Energy Inc.,50299,fossil_fuel,3912
American Gypsum Cogeneration,54630,fossil_fuel,23800
Anadarko Plant,3006,fossil_fuel,545524
Anclote,8048,fossil_fuel,2248564
Anheuser-Busch St Louis,10430,fossil_fuel,44541
Antelope Valley,6469,fossil_fuel,37494
Apache Station,160,fossil_fuel,1960278
Apex Generating Station,55514,fossil_fuel,2695780
Arapahoe Combustion Turbine Project,55200,fossil_fuel,225984
Arcelormittal Cleveland Inc,10398,fossil_fuel,57998
Archbald Power Station,50279,fossil_fuel,101244
Archer Daniels Midland Cedar Rapids,10864,fossil_fuel,923793
Archer Daniels Midland Clinton,10860,fossil_fuel,704422
Archer Daniels Midland Columbus,57046,fossil_fuel,284996
Archer Daniels Midland Decatur,10865,fossil_fuel,1121104
Argus Cogen Plant,10684,fossil_fuel,284673
Arizona State University CHP,58199,fossil_fuel,37478
Arkansas Nuclear One,8055,fossil_fuel,14323697
Arlington Valley Energy Facility,55282,fossil_fuel,2721570
Armstrong,55347,fossil_fuel,1316902
Arthur Kill Generating Station,2490,fossil_fuel,961305
Arthur Von Rosenberg,7512,fossil_fuel,2659025
Arvah B Hopkins,688,fossil_fuel,1558740
Ascutney,3708,fossil_fuel,538
Ashdown,54104,fossil_fuel,124110
Asheville,2706,fossil_fuel,4014933
Ashtabula,55990,fossil_fuel,161718
Astoria Energy,55375,fossil_fuel,3621730
Astoria Energy II,57664,fossil_fuel,3586079
Astoria Station,61144,fossil_fuel,175856
Athens Generating Plant,55405,fossil_fuel,4337255
Attala,55220,fossil_fuel,3346398
Axiall Natrium Plant,50491,fossil_fuel,478832
Axiall Plaquemine,55051,fossil_fuel,1306561
BYUI Central Energy Facility,59496,fossil_fuel,38635
Backus Microgrid Project,59415,fossil_fuel,796
Bacliff,60264,fossil_fuel,147847
Badger Creek Limited,10650,fossil_fuel,33473
Baldwin Energy Complex,889,fossil_fuel,5923025
Baptist Medical Center,10008,fossil_fuel,14053
Barney M Davis,4939,fossil_fuel,1284352
Barry,3,fossil_fuel,11894419
Basin Creek Plant,55866,fossil_fuel,140930
Bassett Medical Center,54863,fossil_fuel,20
Bastrop Energy Center,55168,fossil_fuel,2873431
Batesville Generation Facility,55063,fossil_fuel,4072699
Baxter Wilson,2050,fossil_fuel,308819
Bayonne Energy Center,56964,fossil_fuel,1160974
Bayou Cogen Plant,10298,fossil_fuel,2026053
Bayou Cove Peaking Power,55433,fossil_fuel,132976
Baytown Energy Center,55327,fossil_fuel,2106540
Bayville Central Facility,54569,fossil_fuel,473
Bear Garden,56807,fossil_fuel,2407706
Bear Mountain Limited,10649,fossil_fuel,94671
Beaver Valley,6040,fossil_fuel,14750027
Belews Creek,8042,fossil_fuel,9244086
Belle River,6034,fossil_fuel,5487718
Ben French,3325,fossil_fuel,3397
Bergen Generating Station,2398,fossil_fuel,2040483
Berry Cogen,50170,fossil_fuel,269778
Berry Cogen Tanne Hills 18,50622,fossil_fuel,130461
Berry Placerita Cogen,52096,fossil_fuel,9578
Bethlehem Energy Center,2539,fossil_fuel,4262510
Bethlehem Power Plant,55690,fossil_fuel,4361800
Big Bend,645,fossil_fuel,2845883
Big Cajun 2,6055,fossil_fuel,3834858
Big Sand Draw Plant,60130,fossil_fuel,25567
Big Stone,6098,fossil_fuel,1876689
Biola University Hybrid,54296,fossil_fuel,7422
Birdsboro Power,61035,fossil_fuel,3020519
Black Hawk Station,55064,fossil_fuel,1304727
Block Island,6567,fossil_fuel,346
Blue Spruce Energy Center,55645,fossil_fuel,338624
Blue Water Energy Center,62192,fossil_fuel,4496030
Bluffview,55977,fossil_fuel,294719
Blythe Energy Inc,55295,fossil_fuel,1579922
Boise Cascade International Falls,10486,fossil_fuel,59439
Bonanza,7790,fossil_fuel,3450643
Bonanza BioEnergy LLC,58193,fossil_fuel,4012
Bosque County Peaking,55172,fossil_fuel,4651200
Bowen,703,fossil_fuel,8476152
Bowline Point,2625,fossil_fuel,1444885
Braes Bayou Plant,64383,fossil_fuel,270302
Braidwood Generation Station,6022,fossil_fuel,20155630
Brame Energy Center,6190,fossil_fuel,3716328
Brandon Shores,602,fossil_fuel,2084648
Brandy Branch,7846,fossil_fuel,4871811
Brandywine Power Facility,54832,fossil_fuel,438667
Bridgeport Energy Project,55042,fossil_fuel,2576242
Bridgeport Station,568,fossil_fuel,3184914
Bristol Myers Squibb New Brunswick,54829,fossil_fuel,55687
Broad River Energy Center,55166,fossil_fuel,1216623
Brooklyn Navy Yard Cogeneration,54914,fossil_fuel,1965711
Broshco Fabricated Products,59373,fossil_fuel,2458
Browns Ferry,46,fossil_fuel,29325461
Brunner Island,3140,fossil_fuel,3672788
Brunswick Cellulose,10605,fossil_fuel,52020
Brunswick County Power Station,58260,fossil_fuel,7228016
Brunswick Nuclear,6014,fossil_fuel,15387105
Buck,2720,fossil_fuel,4866838
Bucknell University,54333,fossil_fuel,44551
Bucksport Generation LLC,50243,fossil_fuel,9013
Bull Run,3396,fossil_fuel,1087060
Bunge North America East LLC,50316,fossil_fuel,10234
Burlington (CO),6619,fossil_fuel,3799
Burlington (IA),1104,fossil_fuel,15667
Butler-Warner Generation Plant,1016,fossil_fuel,49944
Byron Generating Station,6023,fossil_fuel,19741756
C D McIntosh Jr,676,fossil_fuel,2349879
C P Kelco San Diego Plant,52147,fossil_fuel,90389
CBS Studio Center,58440,fossil_fuel,5834
CC Perry K,992,fossil_fuel,17155
CCCSD Wastewater Treatment Plnt,57573,fossil_fuel,21209
CF Industries Yazoo City Complex,10195,fossil_fuel,150494
CIP II/AR Bridgewater Holdings - NJCOE,10122,fossil_fuel,26569
CNN Center,54323,fossil_fuel,95
CPV Fairview Energy Center,60589,fossil_fuel,7607058
CPV St Charles Energy Center,56846,fossil_fuel,3787178
CPV Towantic Energy Center,56047,fossil_fuel,4953101
CPV Valley Energy Center,56940,fossil_fuel,4830811
CSUCI Site Authority,50851,fossil_fuel,7800
CSUF Trigeneration,58169,fossil_fuel,32251
CT Resource Rec Authority Facility,54945,fossil_fuel,291
Caithness Long Island Energy Center,56234,fossil_fuel,2322870
Caledonia,55197,fossil_fuel,4662359
Calhoun Energy Center,55409,fossil_fuel,494556
California Institute of Technology,10262,fossil_fuel,30320
Callaway,6153,fossil_fuel,8874769
Calvert City,55308,fossil_fuel,219802
Calvert City,8837,fossil_fuel,219802
Calvert Cliffs Nuclear Power Plant,6011,fossil_fuel,14810684
Cambalache Plant,61150,fossil_fuel,212511
Campbell Industrial Park,56329,fossil_fuel,102544
Cana Gas Processing Plant,57597,fossil_fuel,1442
Canal,1599,fossil_fuel,254312
Cane Island,7238,fossil_fuel,3652549
Cane Run,1363,fossil_fuel,4414841
Cannon Falls Energy Center,56241,fossil_fuel,170107
Canton North Carolina,50244,fossil_fuel,168961
Canyon Power Plant,57027,fossil_fuel,143719
Cape Canaveral,609,fossil_fuel,5358681
Cardinal,2828,fossil_fuel,10755882
Carlsbad Energy Center,59002,fossil_fuel,336202
Carroll County Energy,59773,fossil_fuel,5330523
Carson Ice-Gen Project,7527,fossil_fuel,209583
Carville Energy LLC,55404,fossil_fuel,2467513
Catawba,6036,fossil_fuel,18962864
Catawba River Pollution Control,56553,fossil_fuel,3
Caterpillar,50935,fossil_fuel,24449
Cayuga,1001,fossil_fuel,4450665
Cedar Bayou,3460,fossil_fuel,2870900
Celanese Acetate LLC,52089,fossil_fuel,164960
Cellu Tissue,58116,fossil_fuel,11297
Central Alabama Generating Station,55440,fossil_fuel,4552867
Central Energy Facility,58400,fossil_fuel,12
Central Energy Plant USU,58139,fossil_fuel,21758
Central Michigan University,56190,fossil_fuel,27040
Central Power Plant,50621,fossil_fuel,21267
Central San Juan Plant,61148,fossil_fuel,1634156
Central Utilities Plant LAX 2,58258,fossil_fuel,39227
Central Utility Plant - Texas A&M,58151,fossil_fuel,119953
Central Utility Plant Cincinnati,57908,fossil_fuel,206348
Central Utility Plant at White Oak,58207,fossil_fuel,99814
Ceredo Generating Station,55276,fossil_fuel,398273
Chalk Cliff Limited,50003,fossil_fuel,12997
Chalk Point Power,1571,fossil_fuel,235415
Chambers Cogeneration LP,10566,fossil_fuel,308054
Channel Energy Center LLC,55299,fossil_fuel,3776553
Channelview Cogeneration Plant,55187,fossil_fuel,5584156
Charter Dura-Bar,54540,fossil_fuel,8917
Chattahoochee Energy Facility,7917,fossil_fuel,2571652
Chehalis Generating Facility,55662,fossil_fuel,2171994
Cherokee,469,fossil_fuel,3221120
Chesterfield,3797,fossil_fuel,3292149
Cheswick Power Plant,8226,fossil_fuel,458187
Chevron Oil,2047,fossil_fuel,1011171
Cheyenne Prairie Generating Station,57703,fossil_fuel,282814
Childrens Hospital,10175,fossil_fuel,27410
Chino Mines,54667,fossil_fuel,18869
Choctaw County,55706,fossil_fuel,3425619
Cholla,113,fossil_fuel,2316511
Chouteau,7757,fossil_fuel,5299355
Chuck Lenzie Generating Station,55322,fossil_fuel,5446769
CityCenter Central Plant Cogen Units,57348,fossil_fuel,61712
Clark (NVE),2322,fossil_fuel,1022214
Clay Boswell,1893,fossil_fuel,5121336
"Clean Energy Future-Lordstown, LLC",60376,fossil_fuel,6366323
Clearwater Paper IPP Lewiston,50637,fossil_fuel,50101
Clevelandcliffs Warren,54207,fossil_fuel,24094
Clewiston Sugar House,50482,fossil_fuel,1230
Clifty Creek,983,fossil_fuel,5813742
Clinch River,3775,fossil_fuel,85724
Clinton Power Station,204,fossil_fuel,9224022
Clover,7213,fossil_fuel,631232
Coal Creek,6030,fossil_fuel,5390
Cogeneration 1,56229,fossil_fuel,53650
Cogeneration 2,59233,fossil_fuel,39303
Coleto Creek,6178,fossil_fuel,2535810
Colorado Bend Energy Center,56350,fossil_fuel,1674033
Colorado Bend II,60122,fossil_fuel,6437284
Colorado Energy Nations Company,10003,fossil_fuel,141195
Colstrip,6076,fossil_fuel,10865555
Columbia (WI),8023,fossil_fuel,4023389
Columbia Energy Center (SC),55386,fossil_fuel,2711313
Columbia Generating Station,371,fossil_fuel,9851535
Columbus MS,50184,fossil_fuel,37980
Colusa Generating Station,56532,fossil_fuel,2564843
Comanche (CO),470,fossil_fuel,5821281
Comanche Peak,6145,fossil_fuel,19687070
Commonwealth Chesapeake,55381,fossil_fuel,55864
Conemaugh,3118,fossil_fuel,5715098
Consumer Operations LLC,10360,fossil_fuel,189254
Coolidge Generation Station,56948,fossil_fuel,329946
Cooper,1384,fossil_fuel,549282
Cooper Nuclear Station,8036,fossil_fuel,5618504
Cope,7210,fossil_fuel,1722576
Coronado,6177,fossil_fuel,2821553
Corpus Christi Energy Center,55206,fossil_fuel,2095278
Costa Sur Plant,61147,fossil_fuel,1015565
Cosumnes,55970,fossil_fuel,911704
Cottonwood Energy Project,55358,fossil_fuel,6668773
Coughlin Power Station,1396,fossil_fuel,3871117
Covanta Babylon Inc,50649,fossil_fuel,363
Covanta Delaware Valley,10746,fossil_fuel,155
Covanta Fairfax Energy,50658,fossil_fuel,4438
Covanta Haverhill,50661,fossil_fuel,798
Covanta Hempstead,10642,fossil_fuel,590
Covanta Hennepin Energy,10013,fossil_fuel,1313
Covanta Indianapolis Energy,50647,fossil_fuel,255
Covanta Lake County Energy,50629,fossil_fuel,996
Covanta Marion Inc,50630,fossil_fuel,1
"Covanta Niagara I, LLC",50472,fossil_fuel,12960
Covanta Plymouth Renewable Energy,54625,fossil_fuel,2237
Covanta Southeastern Connecticut Company,10646,fossil_fuel,11675
Covanta Stanislaus Energy,50632,fossil_fuel,2219
Covington Facility,50900,fossil_fuel,275491
Coyote,8222,fossil_fuel,4281
Coyote Springs,7350,fossil_fuel,1372972
Coyote Springs II,7931,fossil_fuel,1844243
Craig (CO),6021,fossil_fuel,7507807
Cricket Valley Energy,57185,fossil_fuel,5462211
Crockett Cogen Project,55084,fossil_fuel,1521935
Cross,130,fossil_fuel,5073162
Crystal Mountain,3853,fossil_fuel,821
Crystal River,628,fossil_fuel,15701082
Cumberland (TN),3399,fossil_fuel,7131524
Cunningham,2454,fossil_fuel,1142555
Currant Creek,56102,fossil_fuel,2805979
Curtis H Stanton Energy Center,55821,fossil_fuel,3215908
D B Wilson,6823,fossil_fuel,2388553
DC Water CHP,59012,fossil_fuel,515
Dallman,963,fossil_fuel,1250278
Dan E Karn,1702,fossil_fuel,3059645
Dan River,2723,fossil_fuel,4110015
Dania Beach 7,65978,fossil_fuel,3880982
Dave Gates Generating Station,56908,fossil_fuel,406019
Dave Johnston,4158,fossil_fuel,3581919
Davis Besse,6149,fossil_fuel,6492333
Dearborn Industrial Generation,55088,fossil_fuel,3226157
Decatur Energy Center,55292,fossil_fuel,2769516
Deer Island Treatment Plant,10823,fossil_fuel,2929
Deer Park Energy Center,55464,fossil_fuel,6949621
Deerhaven Generating Station,663,fossil_fuel,592632
Deerhaven Renewable,57241,fossil_fuel,1094
Delaware City Plant,52193,fossil_fuel,868177
Delta Energy Center,55333,fossil_fuel,3970444
Delta Energy Park,63259,fossil_fuel,524564
Denton Energy Center,61643,fossil_fuel,443078
Desert Basin,55129,fossil_fuel,1401055
Desert Star Energy Center,55077,fossil_fuel,1519883
Desert View Power,10300,fossil_fuel,2077
Diablo Canyon,6099,fossil_fuel,17593254
Dickerson Power,1572,fossil_fuel,87960
Diesel Generators,56070,fossil_fuel,475
Dogwood Energy Facility,55178,fossil_fuel,1822224
Domino Sugar Baltimore,54795,fossil_fuel,45168
Donald C Cook,6000,fossil_fuel,16621031
Donald Von Raesfeld Power Plant,56026,fossil_fuel,700251
Doswell Energy Center,52019,fossil_fuel,4583416
Dow St Charles Operations,50152,fossil_fuel,1995136
Dresden Energy Facility,55350,fossil_fuel,4466737
Dresden Generating Station,869,fossil_fuel,15408950
Dry Fork Station,56609,fossil_fuel,2687131
Dutch Harbor,7502,fossil_fuel,42487
Dynegy Moss Landing Power Plant Hybrid,260,fossil_fuel,5169168
E B Harris Electric Generating Plant,7897,fossil_fuel,6762115
E C Gaston,26,fossil_fuel,4044923
E D Edwards,856,fossil_fuel,2699061
E F Barrett,2511,fossil_fuel,1349364
E F Oxnard Energy Facility,10776,fossil_fuel,4027
E W Brown,1355,fossil_fuel,1364953
Eagle Valley (IN),991,fossil_fuel,4296493
East Bend,6018,fossil_fuel,2777700
East Campus Steam Plant,58195,fossil_fuel,50107
East Campus Utility Plant,57929,fossil_fuel,198
East River,2493,fossil_fuel,2986017
Eastern Correctional Institute,10693,fossil_fuel,232
Eastern Maine Medical Center,58153,fossil_fuel,31502
Eastman Cogeneration Facility,55176,fossil_fuel,2221933
Easton,1580,fossil_fuel,4275
Easton 2,4257,fossil_fuel,5308
EcoElectrica,61034,fossil_fuel,3350885
Edgewater,4050,fossil_fuel,1947936
Edwardsport,1004,fossil_fuel,1484191
Edwin I Hatch,6051,fossil_fuel,14558385
Effingham Energy Facility,55406,fossil_fuel,2544639
El Centro Hybrid,389,fossil_fuel,1045078
El Dorado Refinery,58075,fossil_fuel,132895
El Segundo Cogen,10213,fossil_fuel,1241953
El Segundo Energy Center LLC,57901,fossil_fuel,272755
Elk Hills Cogen,55950,fossil_fuel,5578
Elk Hills Power LLC,55400,fossil_fuel,3686883
Elk River,2039,fossil_fuel,38541
Elm Road Generating Station,56068,fossil_fuel,4763685
Elwood Energy LLC,55199,fossil_fuel,158559
Emery Station,8031,fossil_fuel,1787050
Empire Generating Co LLC,56259,fossil_fuel,3247617
Emporia Energy Center,56502,fossil_fuel,350815
Encina Water Pollution Control,10026,fossil_fuel,1487
Encogen,7870,fossil_fuel,426767
Energy Center Dover,10030,fossil_fuel,109236
Equilon Los Angeles Refining,50530,fossil_fuel,19439
Erving Paper Mills,54228,fossil_fuel,42616
Escanaba Mill,10208,fossil_fuel,177778
Essex Junction 19,3737,fossil_fuel,205
Exelon West Medway II LLC,59882,fossil_fuel,216474
ExxonMobil Baytown Turbine,10692,fossil_fuel,2437368
ExxonMobil Beaumont Refinery,50625,fossil_fuel,4328317
F B Culley,1012,fossil_fuel,855490
Fairless Energy Center,55298,fossil_fuel,7693427
Falling Spring,7397,fossil_fuel,2821
Fayette Energy Facility,55516,fossil_fuel,4942796
Fayette Power Project,6179,fossil_fuel,9668265
Fermi,1729,fossil_fuel,6662563
Fernandina Beach Mill,10202,fossil_fuel,173430
Ferndale Generating Station,54537,fossil_fuel,981634
FirstEnergy Fort Martin Power Station,3943,fossil_fuel,4954208
FirstEnergy Harrison Power Station,3944,fossil_fuel,22050
Flint Creek,6138,fossil_fuel,2578628
Florence Mill,50806,fossil_fuel,29086
Fore River Generating Station,55317,fossil_fuel,3396181
Formosa Utility Venture Ltd,10554,fossil_fuel,3260650
Forney Energy Center,55480,fossil_fuel,9316915
Fort Churchill,2330,fossil_fuel,549796
Fort Dodge,1233,fossil_fuel,6244
Fort Greely Power Plant,54834,fossil_fuel,86
"Fort Hill 1, 2, 3 & 4",57599,fossil_fuel,694
Fort Myers,612,fossil_fuel,10511178
Fort St Vrain,6112,fossil_fuel,2824216
Fountain Valley Power Facility,55453,fossil_fuel,95789
Four Corners,2442,fossil_fuel,10310265
